scraped_at,source,property_type,district_name,listing_count,total_market_value_czk,average_asking_price_czk,median_asking_price_czk,median_price_per_m2_czk,average_area_m2
2026-04-23 13:31:01.178533,sreality,pozemky,Lhotka,1,18900000.0,18900000.0,18900000.0,34301.27,551.0
2026-04-23 13:31:01.178533,sreality,pozemky,Libeň,4,34585000.0,11528333.333333334,10400000.0,47231.27,398.25
2026-04-23 13:31:01.178533,sreality,pozemky,Liboc,3,300000.0,300000.0,300000.0,1382.49,8471.0
2026-04-23 13:31:01.178533,sreality,pozemky,Libuš,1,690000.0,690000.0,690000.0,15681.82,44.0
2026-04-23 13:31:01.178533,sreality,pozemky,Lipence,28,139292050.0,5357386.538461538,1485527.5,209.305,4120.214285714285
2026-04-23 13:31:01.178533,sreality,pozemky,Lochkov,2,13490000.0,13490000.0,13490000.0,19134.75,1127.5
2026-04-23 13:31:01.178533,sreality,pozemky,Lysolaje,2,44000000.0,22000000.0,22000000.0,19042.65,1161.0
2026-04-23 13:31:01.178533,sreality,pozemky,Malešice,2,49150000.0,24575000.0,24575000.0,49922.57,463.5
2026-04-23 13:31:01.178533,sreality,pozemky,Michle,5,62979000.0,20993000.0,20999000.0,40538.61,659.0
2026-04-23 13:31:01.178533,sreality,pozemky,Modřany,10,270651750.0,38664535.71428572,30150000.0,29940.42,3673.2
2026-04-23 13:31:01.178533,sreality,pozemky,Nebušice,2,40270000.0,20135000.0,20135000.0,21810.09,924.5
2026-04-23 13:31:01.178533,sreality,pozemky,Nedvězí u Říčan,1,87446.0,87446.0,87446.0,33.3,2626.0
2026-04-23 13:31:01.178533,sreality,pozemky,Petrovice,1,0.0,,,,38977.0
2026-04-23 13:31:01.178533,sreality,pozemky,Pitkovice,4,117781442.0,29445360.5,26686721.0,2178.2749999999996,11847.75
2026-04-23 13:31:01.178533,sreality,pozemky,Praha - Ostatní,7,0.0,,,,2646.285714285714
2026-04-23 13:31:01.178533,sreality,pozemky,Praha 1,4,5483420.0,1370855.0,1332210.0,305.0,6855.75
2026-04-23 13:31:01.178533,sreality,pozemky,Praha 10,1,10390000.0,10390000.0,10390000.0,53010.2,196.0
2026-04-23 13:31:01.178533,sreality,pozemky,Praha 12,3,38187000.0,12729000.0,12642000.0,13645.94,872.3333333333334
2026-04-23 13:31:01.178533,sreality,pozemky,Praha 13,1,1351000000.0,1351000000.0,1351000000.0,2266778.52,596.0
2026-04-23 13:31:01.178533,sreality,pozemky,Praha 149,1,149000000.0,149000000.0,149000000.0,16573.97,8990.0
2026-04-23 13:31:01.178533,sreality,pozemky,Praha 15,3,46575000.0,15525000.0,15675000.0,22585.23,761.3333333333334
2026-04-23 13:31:01.178533,sreality,pozemky,Praha 16,1,1615200000.0,1615200000.0,1615200000.0,1615200.0,1000.0
2026-04-23 13:31:01.178533,sreality,pozemky,Praha 18,2,37598150.0,18799075.0,18799075.0,3748.0,19757.0
2026-04-23 13:31:01.178533,sreality,pozemky,Praha 19,3,59338000.0,19779333.333333332,19900000.0,3536.28,7513.333333333333
2026-04-23 13:31:01.178533,sreality,pozemky,Praha 2,2,5248000.0,2624000.0,2624000.0,2650.0,1088.5
2026-04-23 13:31:01.178533,sreality,pozemky,Praha 20,9,1449889100.0,161098788.8888889,201068900.0,186406.81,1727.3333333333333
2026-04-23 13:31:01.178533,sreality,pozemky,Praha 23,1,23011500.0,23011500.0,23011500.0,17250.0,1334.0
2026-04-23 13:31:01.178533,sreality,pozemky,Praha 27,1,27139000.0,27139000.0,27139000.0,2958.25,9174.0
2026-04-23 13:31:01.178533,sreality,pozemky,Praha 3,2,7100000.0,3550000.0,3550000.0,252.055,14313.5
2026-04-23 13:31:01.178533,sreality,pozemky,Praha 39,1,39490000.0,39490000.0,39490000.0,7940.88,4973.0
2026-04-23 13:31:01.178533,sreality,pozemky,Praha 4,2,54449000.0,27224500.0,27224500.0,38796.375,15231.0
2026-04-23 13:31:01.178533,sreality,pozemky,Praha 5,2,5380000.0,5380000.0,5380000.0,5000.0,1138.0
2026-04-23 13:31:01.178533,sreality,pozemky,Praha 50,1,50000000.0,50000000.0,50000000.0,8404.77,5949.0
2026-04-23 13:31:01.178533,sreality,pozemky,Praha 6,3,13593000.0,6796500.0,6796500.0,20342.845,694.3333333333334
2026-04-23 13:31:01.178533,sreality,pozemky,Praha 62,1,62500000.0,62500000.0,62500000.0,5511.95,11339.0
2026-04-23 13:31:01.178533,sreality,pozemky,Praha 7,2,14890000.0,7445000.0,7445000.0,5706.675,1777.5
2026-04-23 13:31:01.178533,sreality,pozemky,Praha 8,8,5851990000.0,731498750.0,818945000.0,751301.1599999999,1137.0
2026-04-23 13:31:01.178533,sreality,pozemky,Praha 84,1,84100000.0,84100000.0,84100000.0,5276.37,15939.0
2026-04-23 13:31:01.178533,sreality,pozemky,Praha 90,1,90001110.0,90001110.0,90001110.0,1146.0,78535.0
2026-04-23 13:31:01.178533,sreality,pozemky,Praha-Lipence,1,11994500.0,11994500.0,11994500.0,14900.0,805.0
2026-04-23 13:31:01.178533,sreality,pozemky,Praha-Přední Kopanina,1,3490000.0,3490000.0,3490000.0,2867.71,1217.0
2026-04-23 13:31:01.178533,sreality,pozemky,Praha-Slivenec,1,2180000.0,2180000.0,2180000.0,3343.56,652.0
2026-04-23 13:31:01.178533,sreality,pozemky,Praha-Vinoř,1,6467650.0,6467650.0,6467650.0,350.0,18479.0
2026-04-23 13:31:01.178533,sreality,pozemky,Praha-Zličín,2,18868000.0,9434000.0,9434000.0,3054.08,3866.5
2026-04-23 13:31:01.178533,sreality,pozemky,Praha-Štěrboholy,1,384960.0,384960.0,384960.0,802.0,480.0
2026-04-23 13:31:01.178533,sreality,pozemky,Písnice,1,3590000.0,3590000.0,3590000.0,313.26,11460.0
2026-04-23 13:31:01.178533,sreality,pozemky,Přední Kopanina,4,169410000.0,42352500.0,43240000.0,26996.295,1403.5
2026-04-23 13:31:01.178533,sreality,pozemky,Radotín,13,189496500.0,15791375.0,16235000.0,15315.14,3203.4615384615386
2026-04-23 13:31:01.178533,sreality,pozemky,Ruzyně,1,14990000.0,14990000.0,14990000.0,21023.84,713.0
2026-04-23 13:31:01.178533,sreality,pozemky,Sedlec,3,18975000.0,6325000.0,6000000.0,2044.17,2175.3333333333335
2026-04-23 13:31:01.178533,sreality,pozemky,Slivenec,7,88770000.0,17754000.0,20880000.0,10545.45,3231.1428571428573
2026-04-23 13:31:01.178533,sreality,pozemky,Smíchov,4,139800000.0,46600000.0,39900000.0,61574.07,597.25
2026-04-23 13:31:01.178533,sreality,pozemky,Sobín,2,3855026.0,1927513.0,1927513.0,181.85,10269.5
2026-04-23 13:31:01.178533,sreality,pozemky,Stodůlky,8,209589000.0,26198625.0,20200000.0,25574.04,2141.25
2026-04-23 13:31:01.178533,sreality,pozemky,Strašnice,7,69788080.0,9969725.714285715,12000000.0,27713.63,570.2857142857143
2026-04-23 13:31:01.178533,sreality,pozemky,Střížkov,2,34450000.0,17225000.0,17225000.0,30976.735,1608.5
2026-04-23 13:31:01.178533,sreality,pozemky,Suchdol,3,53380000.0,17793333.333333332,14990000.0,15993.56,1093.3333333333333
2026-04-23 13:31:01.178533,sreality,pozemky,Točná,11,232543320.0,25838146.666666668,12990000.0,14660.0,8661.545454545454
2026-04-23 13:31:01.178533,sreality,pozemky,Troja,15,233319000.0,17947615.384615384,17500000.0,24088.4,1022.0
2026-04-23 13:31:01.178533,sreality,pozemky,Třebonice,1,17000000.0,17000000.0,17000000.0,16881.83,1007.0
2026-04-23 13:31:01.178533,sreality,pozemky,Třeboradice,1,4077892.0,4077892.0,4077892.0,216.01,18878.0
2026-04-23 13:31:01.178533,sreality,pozemky,Uhříněves,2,28410500.0,14205250.0,14205250.0,9352.695,5205.0
2026-04-23 13:31:01.178533,sreality,pozemky,Veleslavín,2,37650000.0,18825000.0,18825000.0,3223.6549999999997,6548.5
2026-04-23 13:31:01.178533,sreality,pozemky,Velká Chuchle,3,32250000.0,16125000.0,16125000.0,19031.095,986.0
2026-04-23 13:31:01.178533,sreality,pozemky,Vinohrady,1,14890000.0,14890000.0,14890000.0,34627.91,430.0
2026-04-23 13:31:01.178533,sreality,pozemky,Vokovice,1,2990000.0,2990000.0,2990000.0,9373.04,319.0
2026-04-23 13:31:01.178533,sreality,pozemky,Vršovice,3,66100000.0,22033333.333333332,19800000.0,51030.93,442.0
2026-04-23 13:31:01.178533,sreality,pozemky,Vysočany,2,26949000.0,13474500.0,13474500.0,1920.04,4997.0
2026-04-23 13:31:01.178533,sreality,pozemky,Zbraslav,7,57074150.0,8153450.0,7990000.0,12566.29,1615.142857142857
2026-04-23 13:31:01.178533,sreality,pozemky,Zličín,4,89102675.0,22275668.75,27240000.0,5348.360000000001,4578.0
2026-04-23 13:31:01.178533,sreality,pozemky,Záběhlice,2,26290000.0,13145000.0,13145000.0,45719.845,279.0
2026-04-23 13:31:01.178533,sreality,pozemky,Újezd nad Lesy,10,137830060.0,13783006.0,10530480.0,13663.26,1637.5
2026-04-23 13:31:01.178533,sreality,pozemky,Újezd u Průhonic,4,53312510.0,13328127.5,12985255.0,23832.87,1943.0
2026-04-23 13:31:01.178533,sreality,pozemky,Čakovice,2,38866500.0,38866500.0,38866500.0,13500.0,16035.0
2026-04-23 13:31:01.178533,sreality,pozemky,Černý Most,1,13371000.0,13371000.0,13371000.0,3000.0,4457.0
2026-04-23 13:31:01.178533,sreality,pozemky,Ďáblice,3,49979999.0,16659999.666666666,16499999.0,15957.45,1293.6666666666667
2026-04-23 13:31:01.178533,sreality,pozemky,Řeporyje,2,1017900.0,508950.0,508950.0,277.145,2472.0
2026-04-23 13:31:01.178533,sreality,pozemky,Řepy,1,14750000.0,14750000.0,14750000.0,19180.75,769.0
2026-04-23 13:31:01.178533,sreality,pozemky,Šeberov,8,121566250.0,15195781.25,15100000.0,20505.815000000002,974.125
2026-04-23 13:31:01.178533,sreality,pozemky,Štěrboholy,1,16990000.0,16990000.0,16990000.0,18229.61,932.0
2026-04-23 13:31:01.178533,sreality,pozemky,Žižkov,3,35900000.0,11966666.666666666,16200000.0,4098.15,2686.3333333333335
